"","Weekday","b_wd"
"1","Friday",-0.00045051256734027
"2","Monday",0.000761562343458633
"3","Saturday",0.000219008389320928
"4","Sunday",-0.00217795274509699
"5","Thursday",0.000715084225369884
"6","Tuesday",-0.000200825038789427
"7","Wednesday",0.00097991881791031
