"","userId","b_m_u"
"1",1,1.48753479839845
"2",2,-0.218347554542722
"3",3,0.423018669366196
"4",4,0.544677655541311
"5",5,0.406453717317373
"6",6,0.436252747116403
"7",7,0.352118131731787
"8",8,-0.125945256622179
"9",9,0.535153846017502
"10",10,0.317891941255597
"11",11,0.764457875321531
"12",12,-0.0443800952185671
"13",13,-0.210877900014244
"14",14,-0.259656212837501
"15",16,0.262534798398454
"16",17,0.347183921205472
"17",18,-0.0580453120987834
"18",19,0.223645909509565
"19",22,-0.131512820649165
"20",23,0.698061114187928
"21",24,0.612534798398454
"22",26,0.561608872472528
"23",27,-0.365406378072134
"24",28,0.167534798398454
"25",29,-1.54024297937932
"26",30,0.991080897689234
"27",33,-0.220798534934879
"28",34,-0.777629846315584
"29",35,-0.313312659228664
"30",36,-0.152053302288045
"31",37,-0.4163113554477
"32",38,0.310678903201948
"33",40,0.336591402172039
"34",41,-0.0989313670150797
"35",42,0.300034798398454
"36",43,0.529788319525215
"37",44,1.04072628776016
"38",45,0.226665233181063
"39",46,0.0565003156398335
"40",47,0.886657605415998
"41",48,0.237534798398454
"42",50,-0.16362799229922
"43",51,0.902168944739918
"44",52,0.410611721475377
"45",53,-0.338995813846444
"46",54,-0.140372178345732
"47",55,0.0392589363294886
"48",56,0.844123945685276
"49",57,0.571646947931164
"50",58,0.654201465065121
"51",59,0.0375347983984542
"52",60,0.23263283761414
"53",61,0.487534798398454
"54",62,0.141380952244608
"55",63,-0.199965201601546
"56",64,-0.256054945191289
"57",65,-0.337465201601546
"58",66,0.474021284884941
"59",67,0.351171162034818
"60",68,0.337534798398454
"61",69,0.0875347983984542
"62",70,-0.0551481284308141
"63",71,0.0208681317317875
"64",72,0.532989343853
"65",73,0.31779310098148
"66",74,0.112534798398454
"67",75,-0.0332985349348792
"68",76,0.580558054212408
"69",77,-0.0869332867079288
"70",78,0.589944436952671
"71",79,-0.0541318682682125
"72",80,-0.218347554542722
"73",81,0.267195815347607
"74",82,-0.133517833180493
"75",83,-0.152914639803793
"76",84,-0.387465201601546
"77",85,-0.419441945787592
"78",86,0.585360885354976
"79",87,0.813621754920193
"80",88,0.637019334480928
"81",89,0.270143494050628
"82",90,0.410611721475377
"83",91,0.21225389952205
"84",92,0.508513819377475
"85",93,0.487534798398454
"86",94,-0.194708192255751
"87",95,-0.0402429793793236
"88",96,0.0131472705588105
"89",97,0.522017557019144
"90",98,0.587534798398454
"91",99,0.382271640503717
"92",100,-1.31246520160155
"93",101,0.143784798398454
"94",102,-0.212465201601546
"95",103,-0.414019605746624
"96",104,1.16367116203482
"97",105,0.0784438893075451
"98",106,-0.28774610047795
"99",107,-0.00521882478995165
"100",108,-0.0776825929058937
"101",110,0.011344322207978
"102",111,-0.0124652016015458
"103",112,-0.227958159348025
"104",113,0.175034798398454
"105",114,0.237534798398454
"106",115,0.3336886445523
"107",116,0.192663003526659
"108",117,-0.124965201601546
"109",118,-0.350303039439384
"110",119,-0.47675091588726
"111",120,-0.369608058744403
"112",121,0.042412847178942
"113",122,0.468717594097379
"114",123,0.634593621927866
"115",124,-0.0264094247091156
"116",125,0.133949141027936
"117",126,-0.317713820386076
"118",127,-0.13315485677396
"119",128,0.791882624485411
"120",129,0.295227106090762
"121",130,0.303861329010699
"122",131,-0.632465201601546
"123",132,-0.828254675285756
"124",134,0.546358327810219
"125",135,0.487534798398454
"126",136,0.252240680751395
"127",137,-0.483776677011382
"128",138,-0.287827520442126
