"","userId","b_u"
"1",1,1.34038872788287
"2",2,-0.184399666610184
"3",3,0.229352991924917
"4",4,0.573384664688463
"5",5,0.0804644508347802
"6",6,0.307736936554395
"7",7,0.0227758873863192
"8",8,0.199386595964309
"9",9,0.1893708512938
"10",10,0.0803693204239235
"11",11,0.617645386468963
"12",12,0.112843733092619
"13",13,0.0142901570434924
"14",14,-0.102730190830373
"15",16,0.211997967259554
"16",17,0.220716553757807
"17",18,0.0977648987939971
"18",19,0.0664658878202584
"19",22,-0.146849606781703
"20",23,0.380033425775947
"21",24,0.516681805930164
"22",26,0.485349791388746
"23",27,-0.00390589926438416
"24",28,0.16491680955225
"25",29,-0.978782911039609
"26",30,0.853809117783961
"27",33,-0.154809184895717
"28",34,-0.492680434849527
"29",35,-0.348994235078436
"30",36,0.0378657105994473
"31",37,-0.68853776600924
"32",38,0.343010367331559
"33",40,0.0744999469203383
"34",41,-0.100800996821946
"35",42,0.159172157060274
"36",43,0.764467747665881
"37",44,0.704458637561215
"38",45,0.0918802253600085
"39",46,-0.0384959116925578
"40",47,0.619607986305489
"41",48,0.549600086705962
"42",50,-0.124675748155733
"43",51,0.600054533382325
"44",52,0.0665629039799001
"45",53,-0.0903481252873252
"46",54,-0.221245068708414
"47",55,-0.0098794134540513
"48",56,0.595559427685626
"49",57,0.915581753925001
"50",58,0.37668699584947
"51",59,-0.00682438694116597
"52",60,-0.0861338214669271
"53",61,0.00113335968771549
"54",62,0.115181113843145
"55",63,-0.278437212256888
"56",64,-0.19154630020472
"57",65,-0.271840873540598
"58",66,0.157761248653741
"59",67,0.371578149826928
"60",68,-0.101565657368362
"61",69,-0.269772726452205
"62",70,-0.33743534626725
"63",71,0.0424781692734782
"64",72,0.438290297830132
"65",73,0.061860040039247
"66",74,0.186657923374679
"67",75,-0.0032967645284857
"68",76,0.609736298123761
"69",77,0.031228476924063
"70",78,0.358178443677169
"71",79,-0.231288904663194
"72",80,-0.144200248250636
"73",81,0.324384060537508
"74",82,-0.225862810498557
"75",83,-0.370387789633632
"76",84,-0.320119686232178
"77",85,-0.679416494428787
"78",86,0.491559532303443
"79",87,0.758986235890078
"80",88,0.874308809486432
"81",89,0.404164667605322
"82",90,0.510805590288687
"83",91,-0.00240159402612195
"84",92,0.247530713581183
"85",93,0.526336817350996
"86",94,0.00777508249291105
"87",95,-0.117690407176806
"88",96,-0.169732222721561
"89",97,0.458333627555856
"90",98,0.378032283220712
"91",99,0.00310088146170606
"92",100,-1.20249370641483
"93",101,0.168811976918763
"94",102,-0.221561638979298
"95",103,-0.477960896809457
"96",104,0.974943798458328
"97",105,-0.161084917365799
"98",106,-0.212989803578111
"99",107,-0.265362326923215
"100",108,-0.259871384920726
"101",110,-0.0568613285225433
"102",111,-0.0933160718324439
"103",112,-0.481645028891822
"104",113,0.332384523238628
"105",114,0.068621396718594
"106",115,0.0651954526782358
"107",116,0.43187570791753
"108",117,-0.240538061553997
"109",118,-0.320581217021094
"110",119,-0.423591027998483
"111",120,-0.000433523416088054
"112",121,-0.248934876442062
"113",122,0.352495296840161
"114",123,0.517753110345198
"115",124,-0.203068643905309
"116",125,0.104311456948543
"117",126,-0.460968028446069
"118",127,0.548331819964345
"119",128,0.586910192926996
"120",129,0.365093360395916
"121",130,-0.175880511271562
"122",131,-0.569152130462598
"123",132,-0.762059221970282
"124",134,0.481421195222646
"125",135,0.285376657514754
"126",136,0.0876840272145724
"127",137,-0.26432784923485
"128",138,-0.377860055351549
"129",139,0.15769900272121
"130",140,-0.113861542093161
"131",141,-0.0205707646773018
"132",142,-0.344693025903571
"133",143,0.188470060728726
"134",144,0.128679838999825
"135",145,-0.292763619080715
"136",148,0.497879782456606
"137",149,-0.35992471568994
"138",150,0.0209954492225543
"139",151,0.144517781561067
"140",152,0.211544643691096
"141",153,0.219653824825122
"142",154,0.149508686054539
"143",155,0.180175274610232
"144",156,-0.22564474769529
"145",157,0.853199050852835
"146",158,0.313329735352762
"147",159,-0.55957965360973
"148",160,-0.264285068925806
"149",161,-0.417349616529463
"150",162,0.337045734206818
"151",163,-0.165662745187091
"152",164,0.308729210640907
"153",165,-0.103699857116573
"154",166,-0.185171015243655
"155",167,0.0424066732440538
"156",168,0.363655384561683
"157",169,0.336118354225367
"158",170,-0.579690050277242
"159",171,0.69998134990148
"160",172,-0.0878006877360335
"161",173,0.341466662789524
"162",174,-0.0958955688783119
"163",175,0.411889984172172
"164",176,0.0304338531826131
"165",177,0.0587842620112437
"166",178,0.0488444614291189
"167",179,0.503616915055358
"168",180,0.510140324347477
"169",182,0.263037395636531
"170",183,0.609718531554923
"171",184,0.111018197226381
"172",185,0.0246875125553762
"173",186,0.383517066652138
"174",187,-0.469527111126734
"175",188,-0.0938195272368431
"176",189,0.130257397710327
"177",190,-0.444147060926029
"178",191,-0.321044249198095
"179",192,-0.269072785301036
"180",193,-0.448465093219713
"181",194,0.884630735670734
"182",195,0.100302990094545
"183",196,0.200759463794219
"184",197,0.0730849970165802
"185",198,0.405985250919757
"186",199,0.311472613806535
"187",200,0.515436921302735
"188",201,-0.312579286006528
"189",202,0.457102761560679
"190",203,0.0180904356413901
"191",204,-0.0421454763180254
"192",205,0.0257231222447673
"193",206,0.419020207094743
"194",207,-0.243016507184106
"195",208,0.784159286851612
"196",209,0.00386150615488126
"197",210,0.413465920009813
"198",211,0.292648968430994
"199",212,-0.260708254659704
"200",213,0.223327863813034
"201",214,-0.202644110348673
"202",215,0.617873812423269
"203",216,0.486533363813021
"204",217,-0.100500326705077
"205",218,0.371579991974928
"206",219,-0.016864724772717
"207",220,-0.157709475431357
"208",221,0.146636649731332
"209",222,-0.0431565264074124
"210",223,1.15999865963237
"211",224,0.603441190207351
"212",225,0.590652069004574
"213",226,0.0764321561525488
"214",227,-0.111108147113697
"215",228,0.242799168753293
"216",229,-0.246441949058683
"217",230,0.314096278752071
"218",231,0.139748252531053
"219",232,-0.255900990900158
"220",234,-0.126966235961931
"221",235,0.421741955888909
"222",236,-0.0791232293013787
"223",237,-0.425399028199994
"224",238,-0.138384901214989
"225",239,0.208569341268067
"226",241,0.177280933709825
"227",242,0.614374251175768
"228",243,-0.327949293896504
"229",244,0.221757927740177
"230",245,0.359084566512983
"231",246,-0.0946292068628148
"232",247,0.717185920759535
"233",248,0.100172624074362
"234",249,0.646202734714912
"235",250,0.248834397822602
"236",251,-0.370988001553575
"237",252,0.238286097582662
"238",253,-0.31943422701102
"239",254,0.101107117715869
"240",255,0.356477060757819
"241",256,0.25006035409279
"242",257,0.280610638794047
"243",258,0.333762255386244
"244",259,-0.017190114536233
"245",260,-0.421251106406965
"246",261,0.300054023580925
"247",262,-0.0477929294784819
"248",263,0.730789848353155
"249",264,-0.204643212189402
"250",265,0.342418980448183
"251",266,0.50364947570048
"252",267,-0.773535356703585
"253",268,0.242375107959939
"254",269,0.345105195939963
"255",270,-0.519674242944728
"256",271,0.148724847860355
"257",272,-0.315742062326564
"258",273,0.604023336579624
"259",274,0.410599411952179
"260",275,-0.140342449325435
"261",276,-1.00643040459321
"262",277,-0.0079419258804091
"263",278,-0.338824288236014
"264",279,0.464148974473223
"265",280,0.240089635679176
"266",281,-0.141273733439894
"267",282,-0.0302616516952813
"268",285,0.382403583116588
"269",286,0.292093359160837
"270",287,-0.51377274323186
"271",288,-0.0622572874148587
"272",289,-0.166049798178778
"273",290,0.193666238819865
"274",291,-0.0542630700305239
"275",292,-0.115364543659383
"276",293,0.193544368119723
"277",294,0.0776530002426311
"278",295,0.74846439966107
"279",296,0.133495631054576
"280",297,0.0193425211586156
"281",298,-0.179028412555425
"282",300,0.107339370964079
"283",301,0.461889810807955
"284",302,0.282155232472594
"285",303,-0.436552825419684
"286",304,-0.253343866334677
"287",305,0.111862688377051
"288",306,-0.101713064619683
"289",307,-0.184884149837182
"290",308,0.493834478509987
"291",309,-0.212087018787319
"292",310,0.301487038446136
